timestamp,ifHCInOctets,ifHCOutOctets,ifInErrors,ifOutErrors,ifInUcastPackets,ifOutUcastPackets
1703871000,3237.8373169,2577.8851549,0.0,0.0,4.2641286919,4.3258944471
1703871300,3267.0405456,2634.8576842,0.0,0.0,4.4485621787,4.502316294
1703871600,3203.3985806,2564.8620865,0.0,0.0,4.2406116191,4.3088213473
1703871900,3228.7778157,2584.1459759,0.0,0.0,4.3074957184,4.3740523207
1703872200,3301.0579731,2688.1981944,0.0,0.0,4.6101811315,4.633448874
1703872500,3222.0845452,2583.5768999,0.0,0.0,4.2997142932,4.3484682752
1703872800,3258.1326086,2606.6320397,0.0,0.0,4.3983609483,4.48352503
1703873100,3270.288495,2954.158608,0.0,0.0,4.5593566129,4.7638127318
1703873400,3211.1281266,2614.3917082,0.0,0.0,4.2637658249,4.348940595
1703873700,3225.0154622,2576.8400206,0.0,0.0,4.2684822376,4.3435866919
1703874000,3312.3240809,2715.1178986,0.0,0.0,4.5570750465,4.5990718799
1703874300,3209.0219181,2573.9997186,0.0,0.0,4.2889758499,4.3575382476
1703874600,3240.2561688,2591.0695773,0.0,0.0,4.2769848861,4.3826363313
1703874900,3266.4561365,2649.7970571,0.0,0.0,4.4667066526,4.5271742581
1703875200,3215.6920288,2578.2116698,0.0,0.0,4.244991296,4.3240591114
1703875500,3244.103698,2597.1376107,0.0,0.0,4.3071430242,4.3881969352
1703875800,3270.2403408,2659.2384111,0.0,0.0,4.5359333933,4.5625449898
1703876100,3230.9676516,2590.4645737,0.0,0.0,4.3011662946,4.3535336616
1703876400,3244.4505609,2597.7690093,0.0,0.0,4.3623321662,4.4273678273
1703876700,3276.3695573,2649.0844996,0.0,0.0,4.4644086359,4.548905469
1703877000,3236.7494751,2591.9677056,0.0,0.0,4.2710756998,4.3585741429
1703877300,3197.163962,2552.5557631,0.0,0.0,4.2065146085,4.2980217732
1703877600,3296.7002332,2685.3187695,0.0,0.0,4.5365123201,4.6040667609
1703877900,3217.5932121,2583.4747341,0.0,0.0,4.303171424,4.4049208748
1703878200,3224.7939501,2582.5394647,0.0,0.0,4.2481957074,4.3576410178
1703878500,3278.5120407,2668.6929729,0.0,0.0,4.5275626554,4.5732697567
1703878800,3217.3378089,2569.1780404,0.0,0.0,4.2408897327,4.3119065346
1703879100,3224.6386102,2594.3686048,0.0,0.0,4.2890174176,4.4124302716
1703879400,3242.2468374,2633.5672135,0.0,0.0,4.3742150894,4.455322696
1703879700,3245.5808921,2765.4229665,0.0,0.0,4.3814378695,4.4948051962
1703880000,3230.7541785,2615.83958,0.0,0.0,4.3465465038,4.4344989628
1703880300,3295.2422518,2682.2573335,0.0,0.0,4.6262925349,4.6665993226
1703880600,3209.030365,2591.8140279,0.0,0.0,4.2432780165,4.33472829
1703880900,3236.7790596,2591.5353535,0.0,0.0,4.260942336,4.3635574813
1703881200,3285.5851959,2972.7582471,0.0,0.0,4.535270707,4.7478047887
1703881500,3204.4176191,2616.1760667,0.0,0.0,4.2774694912,4.3887291419
1703881800,3240.3534069,2597.1897181,0.0,0.0,4.2611254114,4.3555035167
1703882100,3279.1731903,2677.5945412,0.0,0.0,4.5689969377,4.651043356
1703882400,3212.5898121,2571.8490578,0.0,0.0,4.244445408,4.3237005821
1703882700,3211.7064455,2570.4875837,0.0,0.0,4.2727646858,4.3644159785
1703883000,3268.2804871,2654.1416555,0.0,0.0,4.4503928169,4.5144374057
1703883300,3237.3894782,2907.1098447,0.0,0.0,4.415504201,4.6356532454
1703883600,3269.5508895,2825.7441999,0.0,0.0,4.4695800133,4.6197320385
1703883900,3277.0093843,2820.1147167,0.0,0.0,4.5311187466,4.6467169198
1703884200,3252.6061659,2628.2387251,0.0,0.0,4.2841761066,4.3814513816
1703884500,3227.1791113,2586.8471074,0.0,0.0,4.2581526821,4.3838091957
1703884800,3289.5297839,2680.7051387,0.0,0.0,4.5771467732,4.6311537362
1703885100,3195.4641102,2561.3422919,0.0,0.0,4.2754747529,4.338763681
1703885400,3249.4664613,2922.1398579,0.0,0.0,4.4824227809,4.6665373851
1703885700,3260.4918609,2686.3370297,0.0,0.0,4.483412684,4.5929111541
1703886000,3224.0411006,2583.9563264,0.0,0.0,4.3058875203,4.4224200815
1703886300,3250.2924604,2621.0154229,0.0,0.0,4.3864165558,4.4790918541
1703886600,3280.2097112,2686.9668969,0.0,0.0,4.546864097,4.6117639123
1703886900,3209.0361038,2571.8953232,0.0,0.0,4.2404554121,4.3352842432
1703887200,3228.0093209,2590.478862,0.0,0.0,4.3278695178,4.4185553485
1703887500,3271.8313063,2642.4103384,0.0,0.0,4.4579242014,4.5104685795
1703887800,3235.8946212,2592.7872492,0.0,0.0,4.2589563544,4.3644048156
1703888100,3244.5783863,2595.0015069,0.0,0.0,4.2663147919,4.3740177655
1703888400,3253.9123954,2644.0345364,0.0,0.0,4.4119429131,4.5185101211
1703888700,3206.5994851,2575.574889,0.0,0.0,4.274837012,4.383862934
1703889000,3242.1289421,2592.6865215,0.0,0.0,4.2510556152,4.3761875638
1703889300,3285.1015741,2680.0536013,0.0,0.0,4.576109429,4.6649951384
1703889600,3220.202015,2577.9384865,0.0,0.0,4.2586868782,4.33901702
1703889900,3228.2155033,2586.4649967,0.0,0.0,4.3078418607,4.4131979361
1703890200,3252.9389354,2636.1175311,0.0,0.0,4.3666041031,4.4424137902
1703890500,3231.7701628,2586.6112443,0.0,0.0,4.264984753,4.3755655908
1703890800,3234.1791982,2591.310193,0.0,0.0,4.329268085,4.471197068
1703891100,3304.5191738,2774.7783903,0.0,0.0,5.0914103881,5.0234231151
1703891400,3223.7445492,2593.0264012,0.0,0.0,4.3605080681,4.3830033472
1703891700,3224.3023382,2577.9487276,0.0,0.0,4.2623448603,4.3371274553
1703892000,3315.4352454,2791.2025625,0.0,0.0,5.0571478775,5.0089006199
1703892300,3264.0744105,2935.557729,0.0,0.0,4.5257504045,4.7409065224
1703892600,3230.514467,2623.9752847,0.0,0.0,4.2420782917,4.358876788
1703892900,3266.8643039,2665.4509461,0.0,0.0,4.5022805499,4.6118811728
1703893200,3203.3272094,2567.2370294,0.0,0.0,4.2206473431,4.3155490663
1703893500,3238.8119894,2593.1062733,0.0,0.0,4.3033210136,4.4227907579
1703893800,3301.2165227,2707.4443864,0.0,0.0,4.6602495838,4.6645075297
1703894100,3203.2892591,2566.6835545,0.0,0.0,4.2517670081,4.3288782046
1703894400,3255.4291365,2605.2830272,0.0,0.0,4.3416177423,4.4224975454
1703894700,4257.3829755,2717.2262287,0.0,0.0,5.2080970496,4.7706103068
1703895000,3348.2682614,2574.980694,0.0,0.0,4.3059218781,4.3189478588
1703895300,6928.6195563,2800.2795824,0.0,0.0,6.8638228168,6.7069204274
1703895600,3821.5333753,2687.2617079,0.0,0.0,4.8142730147,4.8329484822
1703895900,3193.5328434,2565.2031475,0.0,0.0,4.2511378667,4.3542813724
1703896200,3246.0518285,2592.8853144,0.0,0.0,4.2595706661,4.3394881496
1703896500,3298.9467366,2705.19454,0.0,0.0,4.6021820679,4.6209063399
1703896800,3234.8750663,2595.0321055,0.0,0.0,4.2827241991,4.3719686351
1703897100,3225.3274279,2593.6754947,0.0,0.0,4.2986617219,4.3686085103
1703897400,3255.3834797,2662.09891,0.0,0.0,4.5113818152,4.5878497682
1703897700,3256.1525094,2609.3813337,0.0,0.0,4.3150306367,4.4000876056
1703898000,3598.0632278,7686.9277211,0.0,0.0,6.3977156196,8.2658897246
1703898300,3393.2704167,3602.1641149,0.0,0.0,5.0324712511,5.4216046576
1703898600,3214.6017666,2575.0714679,0.0,0.0,4.2576301732,4.3257148895
1703898900,3240.7063967,2592.5159366,0.0,0.0,4.2640146062,4.33957567
1703899200,3332.4332546,2824.4961712,0.0,0.0,5.2674106638,5.1458589158
1703899500,3261.2934207,2636.6929328,0.0,0.0,4.442877529,4.4853274944
1703899800,3232.1090446,2896.5577249,0.0,0.0,4.3622000899,4.5549320925
1703900100,3289.2618104,2723.1625289,0.0,0.0,4.5787997712,4.6426259265
1703900400,3195.4063055,2558.7017955,0.0,0.0,4.2421470664,4.3081347914
1703900700,3264.1027072,2626.8606879,0.0,0.0,4.4138749512,4.449490578
1703901000,3270.4554526,2662.351324,0.0,0.0,4.4488214032,4.5253437064
1703901300,3231.6804278,2757.1368023,0.0,0.0,4.3752179266,4.5057162289
1703901600,3235.1362619,2612.7721081,0.0,0.0,4.3491225101,4.4445740753
1703901900,3262.6798234,2666.7737551,0.0,0.0,4.5520063293,4.6067976191
1703902200,3233.7088816,2598.0786578,0.0,0.0,4.2763534415,4.3553482394
1703902500,3240.0174655,2903.8115401,0.0,0.0,4.3422522288,4.537064926
1703902800,3301.2551788,2720.3154761,0.0,0.0,4.5098739542,4.5821013929
1703903100,3209.1749546,2572.7466234,0.0,0.0,4.2661998691,4.3284636479
1703903400,3225.2260857,2583.5087321,0.0,0.0,4.2260934225,4.3183539713
1703903700,3286.4106859,2682.0131048,0.0,0.0,4.5825467424,4.6273582147
1703904000,3226.6940063,2897.8285257,0.0,0.0,4.3826751562,4.6021080117
1703904300,3279.7171261,2670.00476,0.0,0.0,4.3711488922,4.4632702542
1703904600,3232.3491932,2631.5111164,0.0,0.0,4.3987034863,4.4429673575
1703904900,3203.5038478,2578.1276909,0.0,0.0,4.2460799707,4.327324491
1703905200,3224.8436258,2744.0474312,0.0,0.0,4.4002776259,4.4920875296
1703905500,3308.0463379,2887.8144237,0.0,0.0,4.6756925582,4.7550425261
1703905800,3215.1485312,2608.884572,0.0,0.0,4.263979184,4.3579593617
1703906100,3245.8652509,2598.803909,0.0,0.0,4.2794689163,4.373656895
1703906400,3365.9464625,3115.2048563,0.0,0.0,5.1025512579,5.1636351633
1703906700,3199.4999928,2618.589266,0.0,0.0,4.3390681936,4.4041022136
1703907000,3262.1642072,2937.3662365,0.0,0.0,4.4406399825,4.5858852242
1703907300,3273.7402799,2695.4312074,0.0,0.0,4.461954867,4.5256465979
1703907600,3223.0045746,2582.9189707,0.0,0.0,4.2439688273,4.3374299655
1703907900,3244.2719266,2600.6537179,0.0,0.0,4.3273330862,4.4157959666
1703908200,3297.7729189,2717.8587426,0.0,0.0,4.6619472279,4.6906047888
1703908500,3199.1680607,2564.3482002,0.0,0.0,4.2595271702,4.3285874898
1703908800,3252.2294436,2605.668934,0.0,0.0,4.3662905643,4.4509155346
1703909100,3270.7306051,2653.267098,0.0,0.0,4.4382878382,4.5058066645
1703909400,3221.7921643,2580.3751327,0.0,0.0,4.2293865186,4.3159561356
1703909700,3236.8848731,2587.9127786,0.0,0.0,4.263431017,4.3387883641
1703910000,3286.7799122,2693.1054374,0.0,0.0,4.609278051,4.6565720112
1703910300,3224.6767883,2591.6851181,0.0,0.0,4.3077316651,4.362686049
1703910600,3216.1784353,2579.976338,0.0,0.0,4.2243490381,4.3159507648
1703910900,3574.7966709,5072.4031872,0.0,0.0,5.6709170838,6.5233753937
1703911200,3247.2981453,2909.1850735,0.0,0.0,4.3805165414,4.5699517378
1703911500,3228.3436817,2589.4146661,0.0,0.0,4.2993987837,4.3443481801
1703911800,3281.6008658,2671.0683044,0.0,0.0,4.5245504122,4.5531866145
1703912100,3239.5518287,2598.7589551,0.0,0.0,4.2989222048,4.3987978257
1703912400,3238.6764095,2594.5677412,0.0,0.0,4.3423553617,4.4201807037
1703912700,3248.1277459,2626.0697081,0.0,0.0,4.4053110036,4.4515664926
1703913000,3214.3914827,2576.4861722,0.0,0.0,4.2385694577,4.328027495
1703913300,3253.1321778,2610.3808404,0.0,0.0,4.334880119,4.4001627834
1703913600,3305.7239691,2995.753683,0.0,0.0,4.6038217119,4.8001171727
1703913900,3203.4410461,2611.3839544,0.0,0.0,4.2675024525,4.3507101795
1703914200,3243.2822998,2603.4692668,0.0,0.0,4.2669649949,4.3631106083
