timestamp,ifHCInOctets,ifHCOutOctets,ifInErrors,ifOutErrors,ifInUcastPackets,ifOutUcastPackets
1705801500,3158.7433183,2559.5366844,0.0,0.0,4.2136541561,4.5607103782
1705801800,3219.65166,2647.5221071,0.0,0.0,4.4343523625,4.8145835559
1705802100,3163.6495365,2708.9758989,0.0,0.0,4.3177374048,4.6889331916
1705802400,3193.0345125,2654.5379993,0.0,0.0,4.3074923828,4.6988633477
1705802700,3181.799678,2601.6409316,0.0,0.0,4.2858294951,4.6450544835
1705803000,3205.2414618,2610.9746693,0.0,0.0,4.3010868034,4.6385546964
1705803300,3146.7080712,2546.3299201,0.0,0.0,4.1673060767,4.4817027193
1705803600,3235.5446596,2661.2782511,0.0,0.0,4.4547045114,4.8072592946
1705803900,3153.687324,2567.6514879,0.0,0.0,4.2279394958,4.5900257826
1705804200,3183.3436109,2594.0578746,0.0,0.0,4.2449079781,4.6320176178
1705804500,3181.3723499,2606.2606422,0.0,0.0,4.3369876579,4.6975698945
1705804800,4058.79124,2691.0947624,0.0,0.0,4.9206622861,5.3821119123
1705805100,3440.6447406,2574.831847,0.0,0.0,4.3963624825,4.8000534339
1705805400,3242.7817771,2665.3972452,0.0,0.0,4.4827007313,4.8115115638
1705805700,3140.5141796,2556.1227482,0.0,0.0,4.2249511569,4.5801895501
1705806000,3196.0692352,2727.0989613,0.0,0.0,4.3007121291,4.6713529162
1705806300,3213.4104169,2824.4814414,0.0,0.0,4.4264655167,4.8042412897
1705806600,3188.0414807,2652.4929335,0.0,0.0,4.2816911597,4.6515829453
1705806900,3150.22716,2556.9408767,0.0,0.0,4.1601151933,4.5367596658
1705807200,3266.8848494,2736.968333,0.0,0.0,4.7886335937,5.0291937821
1705807500,3159.7823211,2593.3173426,0.0,0.0,4.3373277933,4.6605047596
1705807800,3190.3069281,2868.2482959,0.0,0.0,4.3841439828,4.7746740837
1705808100,3203.9767046,2727.4852593,0.0,0.0,4.404012898,4.7497407092
1705808400,3183.0387052,2592.0084874,0.0,0.0,4.2428098608,4.5754868593
1705808700,3152.9903927,2552.379449,0.0,0.0,4.1927055405,4.5363645533
1705809000,3241.3641258,2676.7320905,0.0,0.0,4.6252986538,4.9366502238
1705809300,3184.7862037,2610.3792581,0.0,0.0,4.4163473317,4.8493976463
1705809600,3203.6702964,2614.4141053,0.0,0.0,4.3705226874,4.7878415599
1705809900,3183.3217712,2602.8973416,0.0,0.0,4.3021627424,4.6868063694
1705810200,3178.2933682,2591.8669409,0.0,0.0,4.2554068976,4.6376203782
1705810500,3156.8765978,2558.5852138,0.0,0.0,4.1855917293,4.531068024
1705810800,3241.1702285,2917.8699417,0.0,0.0,4.494541512,4.8669614113
1705811100,3152.9439526,2651.7494544,0.0,0.0,4.2323866582,4.6077250431
1705811400,3230.9189186,2871.5176354,0.0,0.0,4.3930155963,4.8162199148
1705811700,3223.041701,2763.2712217,0.0,0.0,4.5645063418,4.9238563628
1705812000,3212.8588027,2632.0371243,0.0,0.0,4.3466665499,4.6899434306
1705812300,3124.0896556,2529.6968458,0.0,0.0,4.1465261787,4.4518343924
1705812600,3246.4653157,2661.5414706,0.0,0.0,4.4477472169,4.7884102996
1705812900,3156.6445302,2573.480021,0.0,0.0,4.2413990866,4.6172565249
1705813200,3172.8716361,2574.6823912,0.0,0.0,4.1893231771,4.5841543364
1705813500,3204.599239,2622.2109806,0.0,0.0,4.3672305182,4.6852338978
1705813800,3206.8571871,2615.2145218,0.0,0.0,4.3287909179,4.6217492927
1705814100,3137.9813639,2549.2649201,0.0,0.0,4.1882654698,4.516279058
1705814400,3232.518964,2660.2225127,0.0,0.0,4.4572922078,4.7734203518
1705814700,3150.6847803,2567.8862391,0.0,0.0,4.1961669777,4.5568530094
1705815000,3167.6288244,2571.1420035,0.0,0.0,4.2089800537,4.541356141
1705815300,3196.4496913,2617.1667181,0.0,0.0,4.3371153652,4.6798420122
1705815600,3204.9653657,2611.3337329,0.0,0.0,4.2835755061,4.6141777626
1705815900,3410.8915072,5625.1331846,0.0,0.0,5.4295801716,6.9335458283
1705816200,3426.1636732,4880.8289873,0.0,0.0,5.4219195425,6.5289945506
1705816500,3211.6379071,2975.9680293,0.0,0.0,4.4534036219,4.8620890775
1705816800,3160.6706239,2571.8452733,0.0,0.0,4.2004752588,4.5444394949
1705817100,3187.5505225,2619.7170982,0.0,0.0,4.3822554445,4.6657999147
1705817400,3234.1501002,2893.5593071,0.0,0.0,4.5412528562,4.9497317858
1705817700,3237.9858388,2965.5065774,0.0,0.0,4.5192526416,4.9815275855
1705818000,3212.8259384,2737.1612275,0.0,0.0,4.5163265918,4.9227280027
1705818300,3146.6053229,2560.108943,0.0,0.0,4.2170383182,4.5852351351
1705818600,3166.1271876,2567.620921,0.0,0.0,4.2045759987,4.5165519998
1705818900,3188.4012625,2606.4881115,0.0,0.0,4.3178771801,4.6914995052
1705819200,3199.6198034,2607.2803894,0.0,0.0,4.2621196091,4.6310541795
1705819500,3166.8112351,2571.5617233,0.0,0.0,4.2339870325,4.5702721334
1705819800,3219.4059347,2642.4900238,0.0,0.0,4.4268563344,4.7450391488
1705820100,3154.5155805,2572.7352231,0.0,0.0,4.2405295718,4.6499307084
1705820400,3178.3031238,2579.4464664,0.0,0.0,4.2123043547,4.5456590396
1705820700,3179.4348669,2608.4211181,0.0,0.0,4.3350511246,4.7318999358
1705821000,3203.6294695,2610.449015,0.0,0.0,4.3282013089,4.734050402
1705821300,3147.7682006,2551.1578367,0.0,0.0,4.2016950799,4.5407540608
1705821600,3238.7756169,2654.2728317,0.0,0.0,4.4004127104,4.7034819106
1705821900,3147.8777826,2557.5989043,0.0,0.0,4.1950289634,4.5368525492
1705822200,3207.8200806,2604.2950687,0.0,0.0,4.2660589053,4.5607518769
1705822500,3185.7495191,2614.470044,0.0,0.0,4.3518244029,4.6971136297
1705822800,3193.4736692,2607.9059638,0.0,0.0,4.2900454469,4.6652667189
1705823100,3133.4118252,2545.8198746,0.0,0.0,4.1969052471,4.561921555
1705823400,3249.0852289,2664.0977977,0.0,0.0,4.4947925429,4.8178323801
1705823700,3224.2185302,3183.0723294,0.0,0.0,4.7424248068,5.1195649917
1705824000,3196.564027,2802.5368577,0.0,0.0,4.3808186564,4.8624381783
1705824300,3170.1097833,2600.3633417,0.0,0.0,4.3175211975,4.6513870199
1705824600,3216.1718472,2618.5076624,0.0,0.0,4.3262544737,4.6550102365
1705824900,3147.4162984,2548.9462501,0.0,0.0,4.1774976853,4.4520752446
1705825200,3228.792748,2642.3841115,0.0,0.0,4.3887035709,4.7079717965
1705825500,3156.0346083,2566.1236227,0.0,0.0,4.2289138893,4.568238999
1705825800,3175.0002061,2578.4509575,0.0,0.0,4.2357468805,4.5597992969
1705826100,3175.60462,2607.3006816,0.0,0.0,4.3472472451,4.7497175845
1705826400,3194.5296886,2608.7953282,0.0,0.0,4.3064715379,4.6948397665
1705826700,3166.7836636,2571.8228689,0.0,0.0,4.2679327011,4.634418207
1705827000,3242.9962304,2677.4993366,0.0,0.0,4.6165900713,4.9291347951
1705827300,3171.8024841,2846.5932254,0.0,0.0,4.4310561985,4.8506434187
1705827600,3266.0783831,3325.9845892,0.0,0.0,4.7351338138,5.2193903796
1705827900,3285.2019031,3711.4738746,0.0,0.0,5.0367712784,5.5340512003
1705828200,3218.6114667,2925.8260964,0.0,0.0,4.502919311,4.887713303
1705828500,3144.8434073,2553.1660713,0.0,0.0,4.1745576627,4.5308691548
1705828800,3235.0351588,2653.961545,0.0,0.0,4.3853983667,4.739583717
1705829100,3139.5712903,2567.8343329,0.0,0.0,4.1727002888,4.5206779185
1705829400,3205.8733142,2903.8978179,0.0,0.0,4.4024810912,4.8793201457
1705829700,3165.2697819,2685.1594321,0.0,0.0,4.3099163874,4.7001709413
1705830000,3190.4683644,2650.6695325,0.0,0.0,4.2360852566,4.5640004679
1705830300,3153.063066,2606.5936112,0.0,0.0,4.1883857864,4.5686506424
1705830600,3234.9823864,2683.8766377,0.0,0.0,4.4902701607,4.8882999477
1705830900,3163.3646213,2577.8632645,0.0,0.0,4.2615676502,4.606534755
1705831200,3180.6214862,2586.8264541,0.0,0.0,4.2152695754,4.5876780958
1705831500,3184.380996,2604.8911485,0.0,0.0,4.2976814189,4.7203542337
1705831800,3212.3799861,2641.8009023,0.0,0.0,4.393596491,4.8016220507
1705832100,3132.7833576,2550.8839437,0.0,0.0,4.1860146656,4.5392638758
1705832400,3246.6699091,2671.8042633,0.0,0.0,4.4468602282,4.765498524
1705832700,3167.9689991,2847.6197955,0.0,0.0,4.3069318717,4.7831276578
1705833000,3211.0885907,2702.8980559,0.0,0.0,4.2812072393,4.7048362492
1705833300,3169.540685,2596.6603992,0.0,0.0,4.2594131143,4.6915287381
1705833600,3212.3517612,2879.2870653,0.0,0.0,4.3675566808,4.8316789891
1705833900,3145.8728422,2649.5560826,0.0,0.0,4.2142793656,4.6164828027
1705834200,3251.263264,2676.0506263,0.0,0.0,4.4728217451,4.8570169878
1705834500,3307.7961474,3817.2930306,0.0,0.0,5.1706499332,5.6115495558
1705834800,3294.7745963,3845.8298424,0.0,0.0,4.8474545828,5.526684951
1705835100,3240.2382432,2933.0733532,0.0,0.0,4.5306507299,4.9462069116
1705835400,3216.7448935,2621.0855229,0.0,0.0,4.3418990245,4.6835507561
1705835700,3144.120686,2546.1084012,0.0,0.0,4.1678803357,4.5045812274
1705836000,3208.1084031,2648.4576914,0.0,0.0,4.3711974553,4.724168891
1705836300,3155.2614982,2564.5747937,0.0,0.0,4.2170627863,4.5497850166
1705836600,3179.2002407,2579.7092433,0.0,0.0,4.2157040891,4.505944304
1705836900,3179.4142636,2597.3499422,0.0,0.0,4.2818908786,4.5804492704
1705837200,3199.9150901,2608.1613925,0.0,0.0,4.2443513256,4.6166865467
1705837500,3134.5809522,2546.5284584,0.0,0.0,4.1635174728,4.6073526945
1705837800,3240.0544194,2674.2511579,0.0,0.0,4.439402918,4.843351445
1705838100,3167.1077465,2582.4201386,0.0,0.0,4.2348170262,4.6226636091
1705838400,3178.2552424,2588.3981482,0.0,0.0,4.225539046,4.5600346214
1705838700,3193.496277,2610.3104998,0.0,0.0,4.4024879737,4.7594020374
1705839000,3216.4387873,2622.7057808,0.0,0.0,4.4401116598,4.760067592
1705839300,3159.2480304,2568.971557,0.0,0.0,4.3265246044,4.7731709887
1705839600,3254.7627385,2677.8417087,0.0,0.0,4.5869693994,4.9845786391
1705839900,3157.7870871,2607.1579828,0.0,0.0,4.2485081331,4.6775175427
1705840200,3173.6922249,2593.0069824,0.0,0.0,4.204169614,4.567289251
1705840500,3184.1886205,2600.4798521,0.0,0.0,4.2707214954,4.6331792069
1705840800,3175.7471728,2586.7286901,0.0,0.0,4.2056745995,4.5648360309
1705841100,3184.1044171,2841.4797539,0.0,0.0,4.3243799556,4.78094146
1705841400,3184.4882586,2713.8899627,0.0,0.0,4.3904352457,4.7955152043
1705841700,3142.7907928,2564.9580261,0.0,0.0,4.2088908432,4.5451897722
1705842000,3186.3966493,2593.8962445,0.0,0.0,4.2192438829,4.5457330228
1705842300,3218.7150371,2625.7911464,0.0,0.0,4.4253798368,4.7191598246
1705842600,3175.3873096,2591.5915563,0.0,0.0,4.3752671222,4.7181390346
1705842900,3163.4609999,2568.9367716,0.0,0.0,4.3606203842,4.7063466687
1705843200,3261.602122,2688.5667123,0.0,0.0,4.688914141,5.0202753068
1705843500,3140.5308235,2562.3210857,0.0,0.0,4.3176188846,4.6602213916
1705843800,3192.6462181,2598.4437911,0.0,0.0,4.3352593952,4.6612278347
1705844100,3194.9768641,2601.5422687,0.0,0.0,4.3102036333,4.6344488449
1705844400,3218.6745925,2632.2176642,0.0,0.0,4.2765811602,4.6801099628
1705844700,3132.6939035,2534.8936393,0.0,0.0,4.1438147646,4.4476045976
1705845000,3207.9010928,2629.9424616,0.0,0.0,4.3280738941,4.7044716624
1705845300,3171.7971208,2731.6856544,0.0,0.0,4.367188453,4.7677091652
1705845600,3171.7365446,2629.8779032,0.0,0.0,4.2168041031,4.5427998225
1705845900,3193.4319419,2611.3202265,0.0,0.0,4.4007749504,4.6616521139
1705846200,3224.355157,2893.5369679,0.0,0.0,4.4705126209,4.9243961176
1705846500,3162.0184981,2665.0011507,0.0,0.0,4.4055750385,4.8294843267
1705846800,3255.4714842,2690.3754294,0.0,0.0,4.6557915295,4.9883190798
1705847100,3201.5131464,2615.0733951,0.0,0.0,4.4806624235,4.8283717208
1705847400,3180.2697055,2585.3287663,0.0,0.0,4.3238248726,4.700792694
1705847700,3202.0837227,2622.8801293,0.0,0.0,4.376297975,4.7538295502
1705848000,3178.6505766,2595.8519719,0.0,0.0,4.2685549256,4.6294843212
1705848300,3135.7284705,2545.5005308,0.0,0.0,4.2015253528,4.461192382
1705848600,3239.0816338,2663.3742929,0.0,0.0,4.4155645869,4.7301587388
1705848900,3195.0349492,2866.7364318,0.0,0.0,4.403744899,4.82032751
1705849200,3197.6038771,2833.808977,0.0,0.0,4.3440411975,4.7340136874
1705849500,3217.8509974,2825.3060399,0.0,0.0,4.4366214479,4.8897223429
1705849800,3186.0973225,2653.3949499,0.0,0.0,4.2764488134,4.6973676443
1705850100,3166.5487439,2568.6273201,0.0,0.0,4.2767192988,4.6098921456
1705850400,3198.5059123,2634.7258043,0.0,0.0,4.4566993345,4.6978023601
1705850700,3172.9243563,2584.603618,0.0,0.0,4.2921857762,4.5629596016
1705851000,3176.4871314,2864.1203183,0.0,0.0,4.3281668959,4.6402019072
1705851300,3210.6703322,2721.9441501,0.0,0.0,4.3961576919,4.6336072564
1705851600,3191.7131605,2589.0804928,0.0,0.0,4.23130557,4.495624155
1705851900,3133.0909035,2532.3965889,0.0,0.0,4.1756148386,4.4737052582
1705852200,3219.5839418,2629.6992269,0.0,0.0,4.3784446219,4.6236817769
1705852500,3162.8081916,2563.6986728,0.0,0.0,4.266915903,4.5231382185
1705852800,3186.2623427,2580.3452619,0.0,0.0,4.2169446449,4.5027739921
1705853100,3184.6811514,2597.0418507,0.0,0.0,4.3009844763,4.6053835344
1705853400,3188.8380383,2590.4686305,0.0,0.0,4.2247088956,4.5189607261
1705853700,3145.4646401,2542.4506537,0.0,0.0,4.1928982704,4.5159155955
1705854000,3207.8607315,2624.1254084,0.0,0.0,4.3887644373,4.6586082887
1705854300,3178.5875879,2578.4071736,0.0,0.0,4.2543972263,4.5276306029
1705854600,3178.5622552,2567.2538035,0.0,0.0,4.1699394862,4.4541391116
1705854900,3207.1655441,2613.8486657,0.0,0.0,4.3569472913,4.6418609894
1705855200,3193.1223913,2590.2637733,0.0,0.0,4.2671439938,4.5793210284
1705855500,3143.9636898,2543.3248763,0.0,0.0,4.2158228066,4.4864668454
1705855800,3237.7550399,2641.4586336,0.0,0.0,4.3691801799,4.6342893213
1705856100,3158.8744032,2557.627813,0.0,0.0,4.2602980869,4.5561619818
1705856400,3164.7502001,2568.439348,0.0,0.0,4.1952588702,4.5205530705
1705856700,3195.0592853,2616.184087,0.0,0.0,4.372640142,4.6468612363
1705857000,3188.5337951,2591.6800853,0.0,0.0,4.2483852067,4.544919708
1705857300,3176.8290885,2832.2084812,0.0,0.0,4.3595882295,4.7698170307
1705857600,3238.5303671,2996.8423914,0.0,0.0,4.5281718539,4.9624341578
1705857900,3173.4182644,2661.0176056,0.0,0.0,4.3133093522,4.60191886
1705858200,3152.8469134,2550.2101584,0.0,0.0,4.2074894521,4.4714992172
1705858500,3215.0172321,2626.6359253,0.0,0.0,4.481530054,4.7061322515
1705858800,3223.2472466,2612.8530462,0.0,0.0,4.3484562116,4.5705147515
1705859100,3142.2050721,2536.4752089,0.0,0.0,4.2507967842,4.4943617434
1705859400,3204.2257034,2611.8403928,0.0,0.0,4.3674757417,4.642295684
1705859700,3232.4710317,3412.0327539,0.0,0.0,4.6381898638,5.2698560027
1705860000,3179.6096278,2841.388983,0.0,0.0,4.3177190764,4.7442792455
1705860300,3197.9197394,2606.1308136,0.0,0.0,4.3580085367,4.6052177718
1705860600,3173.0690822,2574.1002484,0.0,0.0,4.2143930447,4.4922297975
1705860900,3159.7919344,2556.7025484,0.0,0.0,4.2188513868,4.5094733645
1705861200,3225.2843295,2641.3298373,0.0,0.0,4.4297493502,4.7419616704
1705861500,3179.0151404,2575.5963089,0.0,0.0,4.284205755,4.5729291099
1705861800,3156.5491673,2549.650515,0.0,0.0,4.1997606659,4.4688619058
1705862100,3213.8600589,2625.2028754,0.0,0.0,4.4493197965,4.7091215461
1705862400,3189.559139,2592.0350703,0.0,0.0,4.2719071269,4.5660217053
1705862700,3146.812092,2547.3657402,0.0,0.0,4.2331900609,4.5651436335
1705863000,3208.1728725,2627.0569532,0.0,0.0,4.3974113835,4.6705421179
1705863300,3172.7478778,2574.2406015,0.0,0.0,4.3356083396,4.5699623739
1705863600,3184.3203419,2574.6346466,0.0,0.0,4.2316138426,4.500673204
1705863900,3175.0887819,2586.0665073,0.0,0.0,4.2779819711,4.5541304384
1705864200,3180.8754162,2583.7967868,0.0,0.0,4.217830728,4.5308470419
1705864500,3152.2245187,2544.1464126,0.0,0.0,4.2023218092,4.5017565538
1705864800,3219.9723899,2671.7772649,0.0,0.0,4.5202820304,4.7582667242
1705865100,3166.4122856,2578.3887579,0.0,0.0,4.3024618719,4.5592077181
1705865400,3168.2380939,2558.679043,0.0,0.0,4.186964706,4.4611030631
1705865700,3209.156483,2606.0585322,0.0,0.0,4.3264139613,4.6071088678
1705866000,3173.4503449,2577.8413111,0.0,0.0,4.2146941878,4.516899206
1705866300,3148.471251,2549.3039085,0.0,0.0,4.202577662,4.5338218247
1705866600,3220.5312887,2636.0154859,0.0,0.0,4.4302354933,4.6887798154
1705866900,3194.2125822,2736.9616319,0.0,0.0,4.4035790289,4.6938325193
1705867200,3162.3823476,2606.7844047,0.0,0.0,4.211543987,4.5231185015
1705867500,3196.5893291,2596.2579675,0.0,0.0,4.2897760051,4.5982532922
1705867800,3187.697651,2586.4830185,0.0,0.0,4.2311819433,4.5375489517
1705868100,3193.5979287,3113.3956858,0.0,0.0,4.4365613119,4.9752601839
1705868400,3229.3545768,2833.4390882,0.0,0.0,4.4735688071,4.8818383366
1705868700,3164.5028001,2563.4264657,0.0,0.0,4.2424873105,4.5537151718
1705869000,3169.3138821,2568.034552,0.0,0.0,4.1696163663,4.4923442816
1705869300,3160.4187881,2574.1226281,0.0,0.0,4.2891977584,4.5410690048
1705869600,3203.6692486,2591.3314063,0.0,0.0,4.2575338058,4.5171924923
1705869900,3158.5411454,2549.4395399,0.0,0.0,4.2200922068,4.4985140574
1705870200,3185.9292081,2603.1751329,0.0,0.0,4.3037570643,4.5547214865
1705870500,3163.8267034,2567.0461909,0.0,0.0,4.2692950736,4.5115506794
1705870800,3217.7611028,2722.2540068,0.0,0.0,4.3092262471,4.5716761353
1705871100,3190.4958745,2777.2192515,0.0,0.0,4.4695972377,4.7037055573
1705871400,3154.0920685,2608.6910838,0.0,0.0,4.2286340614,4.4932924915
1705871700,3145.922429,2541.0862704,0.0,0.0,4.1739547369,4.4478450568
1705872000,3237.6932654,2898.9251458,0.0,0.0,4.4492781489,4.7945324463
1705872300,3154.8716713,2650.2970133,0.0,0.0,4.2182968177,4.5126632167
1705872600,3181.8747729,2844.0130861,0.0,0.0,4.3186891408,4.6270229367
1705872900,3217.1095662,2715.0414381,0.0,0.0,4.4181524078,4.6593842629
1705873200,3195.8444294,2593.1166915,0.0,0.0,4.264957027,4.5451198238
1705873500,3173.0858196,2562.547318,0.0,0.0,4.2742973305,4.5480980464
1705873800,3215.2144573,2623.2089324,0.0,0.0,4.3772263339,4.6693553649
1705874100,3196.0610438,2593.6337816,0.0,0.0,4.3643716241,4.6311640052
1705874400,3163.2166035,2565.1555553,0.0,0.0,4.2024773648,4.5393774903
1705874700,3189.1857622,2593.6270518,0.0,0.0,4.3192885578,4.5881685903
1705875000,3184.1503161,2580.4935586,0.0,0.0,4.2187979809,4.4668237435
1705875300,3169.0212299,2558.3590145,0.0,0.0,4.2255396608,4.4582676495
1705875600,3221.4763813,2642.4203055,0.0,0.0,4.4249536492,4.6812390927
1705875900,3169.0388855,2567.4908125,0.0,0.0,4.2404329599,4.4901942126
1705876200,3164.3336897,2557.0832392,0.0,0.0,4.1616788743,4.4347373646
1705876500,3187.5511863,2599.6492658,0.0,0.0,4.32007818,4.6015634782
1705876800,3194.4010483,2591.4816304,0.0,0.0,4.2497916817,4.5789844585
1705877100,3154.7015422,2546.0787942,0.0,0.0,4.243796573,4.4833388377
1705877400,3215.0669908,2622.6361128,0.0,0.0,4.383211831,4.60841324
1705877700,3183.4626586,2583.804606,0.0,0.0,4.3458296944,4.62677215
1705878000,3157.2304244,2555.7116764,0.0,0.0,4.1803998537,4.4993958668
1705878300,3273.0938239,2769.6742467,0.0,0.0,5.0366848358,5.1364995108
1705878600,3214.6550954,2639.1060531,0.0,0.0,4.4803730025,4.65536021
1705878900,3158.256261,2551.1266315,0.0,0.0,4.2126303889,4.4798172427
1705879200,3219.2532545,2643.8197623,0.0,0.0,4.4714414223,4.6965909053
1705879500,3172.8636671,2577.935498,0.0,0.0,4.2732060766,4.5234587605
1705879800,3160.5448166,2553.693357,0.0,0.0,4.1594366934,4.434118776
1705880100,3214.414583,2627.3524085,0.0,0.0,4.4397936877,4.6989282928
1705880400,3173.4682229,2578.2676376,0.0,0.0,4.2473489371,4.5132588411
1705880700,3163.1505697,2558.5154697,0.0,0.0,4.2356450451,4.5162437351
1705881000,3194.0130001,2605.5304653,0.0,0.0,4.3246688306,4.6218961422
1705881300,3182.0877625,2582.7958815,0.0,0.0,4.2996656251,4.6011939435
1705881600,3148.0502924,2554.8581167,0.0,0.0,4.1655876597,4.4883003049
1705881900,4028.0445424,2660.4032854,0.0,0.0,4.9674817857,4.8055558667
1705882200,3488.2194365,2611.6151596,0.0,0.0,4.4707856573,4.6328021703
1705882500,3165.1225739,2565.2663692,0.0,0.0,4.230452852,4.5630573143
1705882800,3236.0722176,2646.1506528,0.0,0.0,4.3895579068,4.6434149479
1705883100,3146.9468077,2560.9216092,0.0,0.0,4.2012910649,4.4709350446
1705883400,3190.1792364,2587.5675204,0.0,0.0,4.2063542554,4.5186931163
1705883700,3170.3287011,2597.0412005,0.0,0.0,4.3128043885,4.6285839542
1705884000,3187.7119856,2593.3320155,0.0,0.0,4.2532705069,4.5611706578
1705884300,3151.9141055,2557.7046767,0.0,0.0,4.2153944044,4.5448339303
1705884600,3226.7065809,2652.5867716,0.0,0.0,4.4403070166,4.7027197399
1705884900,3201.1144588,2865.4068461,0.0,0.0,4.4546004292,4.8344284203
1705885200,3196.9937604,2681.6809025,0.0,0.0,4.2852460762,4.6060930582
1705885500,3213.3055153,2637.0224757,0.0,0.0,4.4333260589,4.7019000356
1705885800,3178.7541919,2584.1398539,0.0,0.0,4.2545614467,4.5116323054
1705886100,3166.911722,2822.6837596,0.0,0.0,4.3269581291,4.6909021971
1705886400,3223.2180503,2732.3756537,0.0,0.0,4.443753247,4.790180757
1705886700,3206.1676079,2863.9885656,0.0,0.0,4.3765649311,4.7528525616
1705887000,3150.7621388,2642.4328415,0.0,0.0,4.1866289908,4.5105375787
1705887300,3207.5270232,2619.9210843,0.0,0.0,4.3537240328,4.6446123563
1705887600,3189.1411134,2591.7885679,0.0,0.0,4.2620010264,4.5711468919
1705887900,3152.5700802,2554.472389,0.0,0.0,4.230036507,4.5324179895
1705888200,3210.1920862,2624.2819625,0.0,0.0,4.3695495791,4.6207128997
1705888500,3264.6751082,2776.7786139,0.0,0.0,4.5345316106,4.7848119748
1705888800,3183.3886323,2620.5278143,0.0,0.0,4.2586674515,4.5488205522
1705889100,3190.3606557,2604.2207218,0.0,0.0,4.2971843222,4.5992380493
1705889400,3173.0667832,2578.7763643,0.0,0.0,4.21920852,4.5221774864
1705889700,3155.7002181,2549.8047188,0.0,0.0,4.2155512044,4.4765697586
1705890000,3218.8097008,2634.6856856,0.0,0.0,4.4581300651,4.6509225942
1705890300,3180.6548058,2584.8396292,0.0,0.0,4.2902817662,4.5457565017
1705890600,3153.1130738,2553.6258837,0.0,0.0,4.1603419748,4.4386541521
1705890900,3211.2071223,2619.8579617,0.0,0.0,4.3320406434,4.6010824564
1705891200,3162.4455901,2571.897234,0.0,0.0,4.194762623,4.4785739564
1705891500,3156.4264177,2557.4550506,0.0,0.0,4.2234870611,4.5313713904
1705891800,3207.9177272,2626.798774,0.0,0.0,4.338835872,4.6416923351
1705892100,3178.4068591,2579.5171928,0.0,0.0,4.2874089181,4.5583529047
1705892400,3169.8469846,2699.1433317,0.0,0.0,4.2493311865,4.5683220229
1705892700,3204.6932988,2812.5397813,0.0,0.0,4.403655553,4.748224751
1705893000,3183.1018263,2642.8883947,0.0,0.0,4.2322864423,4.5319874605
1705893300,3143.3097087,2543.9427975,0.0,0.0,4.1730019906,4.4944167031
1705893600,3233.7104526,2680.8614433,0.0,0.0,4.5617104694,4.8270632407
1705893900,3179.6523478,2599.5493856,0.0,0.0,4.308974159,4.5840247227
1705894200,3207.1496426,2859.9672913,0.0,0.0,4.3443517061,4.6604255108
1705894500,3186.4543185,2704.2180635,0.0,0.0,4.3455212002,4.6245203241
1705894800,3172.6777385,2575.7962119,0.0,0.0,4.2023934153,4.4765935734
1705895100,3166.5821147,2564.5976201,0.0,0.0,4.2348236379,4.5160794753
1705895400,3213.9636043,2630.1939095,0.0,0.0,4.3466064714,4.640076927
1705895700,3167.8003516,2571.0128988,0.0,0.0,4.2818122803,4.5422095273
1705896000,3168.3989892,2572.0509062,0.0,0.0,4.2055526193,4.5106699689
1705896300,3196.2286403,2619.8270043,0.0,0.0,4.350331223,4.6900456264
1705896600,3191.3457047,2596.4056978,0.0,0.0,4.2482756857,4.5669373119
1705896900,3147.1498286,2550.2143504,0.0,0.0,4.2265167616,4.5639941783
1705897200,3253.6254158,2924.5374168,0.0,0.0,4.5620344745,4.940385355
1705897500,3165.4177871,2668.1592279,0.0,0.0,4.3159396687,4.6625444118
1705897800,3226.7909725,2876.4463964,0.0,0.0,4.3682676299,4.781434257
1705898100,3217.9524224,2711.6163677,0.0,0.0,4.39268095,4.6974507265
1705898400,3186.6548446,2585.4431898,0.0,0.0,4.2215952903,4.5300167436
1705898700,3147.5634499,2546.0398969,0.0,0.0,4.2053196667,4.4849091547
1705899000,3226.0577859,2649.7780347,0.0,0.0,4.4490558956,4.7291705825
1705899300,3153.1979862,2564.9924705,0.0,0.0,4.3137208489,4.5718599114
1705899600,3184.1737881,2583.5143159,0.0,0.0,4.2652975044,4.5608309489
1705899900,3204.0736133,2611.160806,0.0,0.0,4.4021854038,4.6531274924
1705900200,3187.3217609,2588.2132952,0.0,0.0,4.2860542421,4.5622188692
1705900500,3148.8033133,2557.4053552,0.0,0.0,4.2410497077,4.4885052448
1705900800,3203.1437737,2623.6625609,0.0,0.0,4.3498121687,4.6034561179
1705901100,3148.9733998,2561.2730701,0.0,0.0,4.2140000009,4.532337277
1705901400,3155.1831975,2556.4676405,0.0,0.0,4.1583992162,4.4482982432
1705901700,3214.0406587,2622.9438939,0.0,0.0,4.418169602,4.6853400949
1705902000,3267.7527739,3191.8051459,0.0,0.0,4.5661872399,5.0699498661
1705902300,3602.5297812,6759.3427374,0.0,0.0,6.0655206782,7.9182736512
1705902600,3529.2751917,4449.6144267,0.0,0.0,5.4283154245,6.2736489915
1705902900,3348.5154513,2813.0243176,0.0,0.0,4.606624097,4.9074086838
1705903200,3303.857798,2669.3752306,0.0,0.0,4.3795836852,4.6688905854
1705903500,3330.6133546,2743.209535,0.0,0.0,4.6217700643,4.8854953113
1705903800,3314.5468553,2960.3207313,0.0,0.0,4.5293528885,4.9160071555
1705904100,3356.0277779,3061.7811787,0.0,0.0,4.5710351766,5.0361407401
